date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
2019-10-18,Q1,H100494,Villa,Resale,2003,270357,1.79,8,193,1400.81,596 Sample Street,19967,Copenhagen,Suburban,Nordjylland,0.5,2.1,2.68
2010-05-24,Q4,H100495,Villa,Resale,1995,462672,-2.02,4,140,3304.8,754 Sample Street,91754,Odense,Suburban,Hovedstaden,3.72,1.71,2.38
2023-08-21,Q4,H100496,Apartment,Resale,1996,927550,-2.53,7,152,6102.3,281 Sample Street,53220,Aarhus,Urban,Nordjylland,1.27,2.93,0.96
2018-08-07,Q2,H100497,Apartment,Resale,1964,115942,-1.4,2,222,522.26,323 Sample Street,84163,Copenhagen,Rural,Midtjylland,0.97,3.16,1.68
2022-04-19,Q1,H100498,Condo,New Sale,1968,587977,5.65,2,128,4593.57,764 Sample Street,14947,Aarhus,Rural,Syddanmark,1.57,3.49,0.75
2018-01-17,Q2,H100499,Apartment,New Sale,1975,607564,-0.91,6,188,3231.72,702 Sample Street,49419,Aalborg,Suburban,Nordjylland,2.21,3.9,1.39
2019-12-16,Q1,H100500,Apartment,Resale,2001,559565,0.12,2,132,4239.13,951 Sample Street,66131,Copenhagen,Rural,Midtjylland,2.64,1.43,1.5
2018-10-28,Q4,H100501,Villa,Resale,1971,572552,1.73,6,72,7952.11,942 Sample Street,98714,Copenhagen,Urban,Midtjylland,0.7,3.01,2.51
2013-03-13,Q1,H100502,Townhouse,Resale,1970,676256,8.7,2,113,5984.57,152 Sample Street,38876,Aarhus,Suburban,Hovedstaden,4.87,1.88,2.7
2017-03-01,Q4,H100503,Apartment,Resale,2000,463089,-2.16,4,220,2104.95,994 Sample Street,98444,Odense,Suburban,Midtjylland,3.72,2.87,1.3
2012-11-28,Q1,H100504,Townhouse,New Sale,1987,849482,-4.92,7,80,10618.52,302 Sample Street,29971,Aalborg,Suburban,Syddanmark,1.95,2.17,0.15
2015-11-27,Q3,H100505,Apartment,New Sale,1969,640504,-4.1,8,239,2679.93,278 Sample Street,72539,Odense,Urban,Syddanmark,1.93,3.98,2.6
2018-03-02,Q3,H100506,Apartment,Resale,1978,789804,8.57,3,155,5095.51,651 Sample Street,59228,Copenhagen,Suburban,Nordjylland,2.52,3.05,0.61
2019-01-08,Q1,H100507,Condo,Resale,2000,396184,4.71,9,98,4042.69,688 Sample Street,84495,Odense,Suburban,Nordjylland,3.32,3.83,1.9
2022-12-13,Q2,H100508,Condo,Resale,1953,595932,-0.9,2,294,2026.98,8 Sample Street,38261,Copenhagen,Suburban,Nordjylland,1.16,3.42,0.17
2013-03-02,Q3,H100509,Condo,New Sale,2004,112021,-2.34,8,287,390.32,807 Sample Street,71260,Odense,Suburban,Nordjylland,1.35,3.66,1.26
2012-01-03,Q3,H100510,Townhouse,Resale,2020,742485,-0.59,8,217,3421.59,235 Sample Street,91371,Aarhus,Rural,Syddanmark,4.37,3.35,2.96
2021-11-09,Q1,H100511,Villa,New Sale,1977,510115,-3.28,4,259,1969.56,675 Sample Street,94793,Odense,Suburban,Hovedstaden,1.65,2.11,0.39
2023-04-09,Q1,H100512,Apartment,Resale,1953,92291,9.12,1,218,423.35,561 Sample Street,13346,Copenhagen,Urban,Nordjylland,2.21,1.38,1.33
2012-08-11,Q2,H100513,Apartment,New Sale,1971,478276,6.76,1,39,12263.49,302 Sample Street,66176,Aalborg,Suburban,Hovedstaden,4.42,1.8,0.99
2016-12-14,Q1,H100514,Apartment,Resale,1994,444754,1.94,2,143,3110.17,38 Sample Street,62300,Aalborg,Suburban,Midtjylland,3.48,0.57,2.72
2019-02-07,Q1,H100515,Townhouse,New Sale,2016,353664,7.97,9,105,3368.23,136 Sample Street,21340,Aalborg,Rural,Midtjylland,2.04,2.33,2.62
2019-01-15,Q3,H100516,Condo,Resale,2015,75675,-1.26,2,193,392.1,822 Sample Street,43012,Copenhagen,Suburban,Nordjylland,3.58,2.27,0.79
2014-03-23,Q2,H100517,Villa,Resale,1983,723647,5.76,2,114,6347.78,421 Sample Street,45393,Odense,Rural,Midtjylland,0.59,2.34,0.34
2013-04-06,Q2,H100518,Townhouse,Resale,2004,312318,7.84,6,78,4004.08,219 Sample Street,85133,Aalborg,Urban,Hovedstaden,3.81,3.91,1.92
2018-03-13,Q3,H100519,Condo,New Sale,1950,142268,0.35,7,206,690.62,348 Sample Street,35557,Aalborg,Rural,Hovedstaden,2.69,3.69,1.08
2017-05-05,Q1,H100520,Townhouse,Resale,2021,347142,6.36,7,247,1405.43,808 Sample Street,74204,Aalborg,Suburban,Midtjylland,4.16,1.07,2.05
2013-05-02,Q2,H100521,Villa,New Sale,1987,758672,-0.57,9,218,3480.15,546 Sample Street,83273,Aarhus,Urban,Nordjylland,4.8,1.79,0.19
2014-03-21,Q4,H100522,Condo,New Sale,1955,979616,-0.52,6,259,3782.3,864 Sample Street,27276,Copenhagen,Suburban,Hovedstaden,4.67,1.98,0.49
2018-11-11,Q3,H100523,Townhouse,Resale,1974,679698,-3.39,8,284,2393.3,79 Sample Street,64639,Copenhagen,Rural,Hovedstaden,4.59,1.76,2.09
2016-07-14,Q1,H100524,Villa,Resale,1966,387369,1.6,6,265,1461.77,748 Sample Street,17310,Copenhagen,Urban,Syddanmark,2.8,3.29,0.72
2020-03-08,Q4,H100525,Apartment,Resale,2010,881246,5.95,2,55,16022.65,895 Sample Street,45167,Copenhagen,Urban,Nordjylland,2.12,2.33,2.59
2013-10-20,Q3,H100526,Villa,New Sale,1961,397235,9.1,1,101,3933.02,273 Sample Street,94880,Copenhagen,Rural,Syddanmark,2.59,2.5,0.27
2015-01-31,Q4,H100527,Apartment,Resale,1955,362863,4.06,5,290,1251.25,161 Sample Street,20391,Aarhus,Rural,Midtjylland,3.6,3.49,0.72
2013-09-27,Q3,H100528,Townhouse,New Sale,1976,179887,7.95,9,283,635.64,687 Sample Street,60621,Odense,Urban,Midtjylland,4.48,3.32,3.0
2011-05-15,Q4,H100529,Condo,New Sale,1957,346063,7.34,8,152,2276.73,878 Sample Street,20892,Aarhus,Urban,Syddanmark,1.43,0.96,1.36
2014-08-08,Q2,H100530,Condo,Resale,2014,385299,-2.4,4,173,2227.16,308 Sample Street,86733,Aalborg,Rural,Nordjylland,4.63,3.0,2.14
2011-05-26,Q3,H100531,Townhouse,Resale,2006,383713,2.29,5,286,1341.65,374 Sample Street,88586,Aarhus,Suburban,Hovedstaden,4.17,2.02,0.63
2021-10-22,Q1,H100532,Condo,Resale,1989,877760,-3.25,5,173,5073.76,976 Sample Street,46142,Copenhagen,Urban,Midtjylland,4.9,1.53,1.87
2013-08-17,Q3,H100533,Condo,Resale,1963,251554,5.23,6,288,873.45,733 Sample Street,55679,Aarhus,Rural,Nordjylland,4.46,0.68,2.21
2013-03-01,Q1,H100534,Apartment,Resale,1984,861050,9.25,3,76,11329.61,9 Sample Street,51615,Copenhagen,Suburban,Nordjylland,1.76,2.21,1.01
2015-01-02,Q2,H100535,Townhouse,Resale,1997,608963,-2.94,5,42,14499.12,801 Sample Street,57553,Aarhus,Urban,Midtjylland,0.98,1.74,2.5
2018-08-08,Q3,H100536,Villa,New Sale,2005,545010,6.01,2,237,2299.62,444 Sample Street,89071,Copenhagen,Urban,Midtjylland,1.01,1.38,1.85
2019-07-19,Q3,H100537,Apartment,New Sale,1998,855351,4.48,1,264,3239.97,113 Sample Street,51002,Aalborg,Rural,Nordjylland,1.81,2.93,1.23
2014-12-16,Q1,H100538,Townhouse,New Sale,1962,840605,3.75,1,178,4722.5,989 Sample Street,80658,Copenhagen,Suburban,Hovedstaden,3.26,3.19,1.72
2018-01-02,Q1,H100539,Apartment,Resale,2010,421513,0.85,7,184,2290.83,205 Sample Street,19852,Aarhus,Urban,Syddanmark,4.12,1.36,1.77
2016-01-24,Q3,H100540,Villa,New Sale,1998,862832,0.33,2,195,4424.78,405 Sample Street,15387,Aalborg,Suburban,Midtjylland,4.55,0.67,0.58
2021-06-18,Q4,H100541,Villa,New Sale,1995,231517,-4.32,4,119,1945.52,698 Sample Street,49994,Aarhus,Suburban,Syddanmark,3.31,3.47,1.27
2011-12-15,Q1,H100542,Townhouse,New Sale,2011,120305,-1.73,5,215,559.56,853 Sample Street,43725,Aalborg,Urban,Nordjylland,0.53,0.53,1.1
2019-11-12,Q1,H100543,Villa,New Sale,1957,742924,-4.77,7,203,3659.72,197 Sample Street,82682,Odense,Suburban,Syddanmark,1.34,3.78,1.26
2021-04-27,Q1,H100544,Apartment,New Sale,1992,489030,3.72,2,246,1987.93,778 Sample Street,10560,Odense,Urban,Hovedstaden,0.95,2.7,2.31
2019-08-24,Q4,H100545,Villa,Resale,1969,522963,-3.41,6,293,1784.86,774 Sample Street,66565,Odense,Suburban,Nordjylland,2.13,1.63,1.5
2021-09-08,Q4,H100546,Apartment,Resale,1988,663079,8.1,1,126,5262.53,760 Sample Street,11312,Aarhus,Urban,Hovedstaden,2.76,1.36,2.83
2023-01-01,Q2,H100547,Apartment,New Sale,1998,209034,2.85,7,146,1431.74,115 Sample Street,28205,Aarhus,Rural,Nordjylland,0.7,0.53,0.95
2023-04-12,Q3,H100548,Villa,New Sale,2013,528108,5.5,9,228,2316.26,121 Sample Street,21595,Aalborg,Urban,Hovedstaden,2.07,1.32,1.31
2013-05-28,Q4,H100549,Townhouse,New Sale,2011,644821,1.16,5,50,12896.42,653 Sample Street,97566,Aalborg,Urban,Nordjylland,1.31,0.98,2.38
2020-02-27,Q3,H100550,Condo,Resale,2003,237256,3.41,5,229,1036.05,65 Sample Street,31329,Aalborg,Urban,Hovedstaden,3.41,2.64,1.68
2012-12-17,Q3,H100551,Villa,Resale,1958,526128,9.14,4,277,1899.38,276 Sample Street,78187,Aalborg,Suburban,Nordjylland,2.59,1.08,1.69
2011-04-01,Q3,H100552,Apartment,New Sale,1986,940023,-3.76,3,293,3208.27,825 Sample Street,85542,Copenhagen,Rural,Hovedstaden,2.73,2.35,0.25
2023-06-26,Q3,H100553,Apartment,Resale,1998,715938,-1.19,9,87,8229.17,239 Sample Street,45645,Odense,Suburban,Nordjylland,2.42,2.57,1.26
2012-06-13,Q1,H100554,Villa,Resale,1990,705348,6.7,5,60,11755.8,302 Sample Street,97502,Copenhagen,Suburban,Hovedstaden,4.8,1.54,0.89
2013-10-16,Q3,H100555,Townhouse,New Sale,1966,723984,-3.52,8,278,2604.26,392 Sample Street,97310,Copenhagen,Urban,Midtjylland,1.47,0.62,3.0
2015-05-13,Q1,H100556,Townhouse,Resale,1970,875626,-3.87,9,122,7177.26,522 Sample Street,79619,Copenhagen,Suburban,Syddanmark,2.82,0.63,0.99
2018-05-31,Q4,H100557,Apartment,Resale,2000,422047,0.42,5,294,1435.53,969 Sample Street,43513,Copenhagen,Urban,Nordjylland,3.81,0.59,2.67
2015-06-20,Q1,H100558,Apartment,New Sale,2008,443605,-3.62,9,123,3606.54,369 Sample Street,18749,Odense,Rural,Hovedstaden,3.01,3.09,2.06
2021-09-25,Q3,H100559,Townhouse,Resale,1988,411447,3.78,2,183,2248.34,233 Sample Street,40783,Copenhagen,Suburban,Midtjylland,4.68,1.61,1.09
2011-05-20,Q4,H100560,Condo,Resale,2004,292188,-1.61,9,109,2680.62,195 Sample Street,70645,Aalborg,Suburban,Nordjylland,2.2,3.29,1.68
2013-04-29,Q1,H100561,Villa,New Sale,1990,426047,8.44,4,113,3770.33,907 Sample Street,92861,Aarhus,Suburban,Nordjylland,2.59,2.01,2.54
2014-03-12,Q3,H100562,Apartment,Resale,1988,903823,6.75,6,66,13694.29,12 Sample Street,63175,Aalborg,Urban,Nordjylland,0.9,2.09,2.66
2019-06-03,Q4,H100563,Apartment,Resale,1962,287501,5.5,6,261,1101.54,906 Sample Street,94216,Aarhus,Urban,Syddanmark,3.24,2.3,0.57
2012-04-03,Q3,H100564,Townhouse,New Sale,2013,981298,4.25,6,122,8043.43,921 Sample Street,72709,Aalborg,Suburban,Hovedstaden,1.8,3.0,1.08
2012-07-17,Q2,H100565,Villa,New Sale,1960,370146,7.95,2,131,2825.54,689 Sample Street,27323,Aalborg,Suburban,Hovedstaden,1.22,1.46,1.07
2010-05-14,Q2,H100566,Townhouse,New Sale,1968,347675,-1.65,7,195,1782.95,177 Sample Street,60762,Aarhus,Rural,Nordjylland,2.95,0.93,0.22
2015-10-07,Q4,H100567,Villa,Resale,1960,758175,8.1,6,188,4032.85,217 Sample Street,98220,Odense,Rural,Nordjylland,2.9,2.45,1.83
2019-12-07,Q4,H100568,Villa,New Sale,1995,579274,6.84,1,43,13471.49,11 Sample Street,74222,Copenhagen,Rural,Nordjylland,0.84,1.64,2.58
2023-02-02,Q3,H100569,Villa,Resale,1994,868730,6.22,2,254,3420.2,446 Sample Street,44493,Aalborg,Rural,Midtjylland,3.64,2.05,1.21
2015-01-27,Q1,H100570,Apartment,New Sale,1950,313625,3.42,7,102,3074.75,630 Sample Street,68328,Odense,Rural,Nordjylland,3.31,2.76,2.25
2023-06-12,Q3,H100571,Condo,Resale,1989,892840,-1.31,1,278,3211.65,164 Sample Street,22213,Copenhagen,Urban,Syddanmark,1.35,2.23,1.92
2021-06-07,Q4,H100572,Townhouse,New Sale,1968,250339,1.35,1,120,2086.16,551 Sample Street,56930,Odense,Rural,Hovedstaden,2.61,2.67,1.19
2018-01-12,Q4,H100573,Condo,New Sale,2021,696238,6.9,1,245,2841.79,53 Sample Street,37713,Odense,Rural,Syddanmark,3.74,2.4,0.51
2018-12-29,Q2,H100574,Townhouse,New Sale,2021,984339,-4.52,8,119,8271.76,218 Sample Street,82723,Copenhagen,Suburban,Nordjylland,2.88,3.09,2.16
2021-10-08,Q1,H100575,Villa,New Sale,2010,175355,6.73,4,58,3023.36,718 Sample Street,42583,Aalborg,Urban,Midtjylland,2.28,2.97,2.58
2017-09-12,Q1,H100576,Apartment,Resale,1961,77798,-1.4,4,249,312.44,824 Sample Street,89944,Odense,Rural,Nordjylland,1.95,2.37,2.09
2013-06-04,Q4,H100577,Condo,New Sale,2010,665937,-2.84,2,244,2729.25,360 Sample Street,32369,Aalborg,Rural,Nordjylland,3.25,2.88,0.15
2019-08-14,Q2,H100578,Apartment,New Sale,1982,377031,-3.26,1,250,1508.12,385 Sample Street,57928,Aalborg,Rural,Nordjylland,4.73,3.56,0.73
2013-06-10,Q2,H100579,Townhouse,Resale,1994,69477,-4.59,9,71,978.55,56 Sample Street,78950,Aalborg,Suburban,Nordjylland,3.52,2.01,0.3
2019-03-31,Q2,H100580,Apartment,New Sale,2018,460482,2.85,7,164,2807.82,118 Sample Street,29510,Copenhagen,Suburban,Nordjylland,0.84,1.94,1.75
2019-07-19,Q3,H100581,Apartment,Resale,1957,267400,-1.73,4,71,3766.2,900 Sample Street,22120,Aarhus,Suburban,Hovedstaden,2.57,3.17,2.29
2019-10-25,Q2,H100582,Condo,New Sale,1974,267060,9.84,6,193,1383.73,253 Sample Street,15295,Aalborg,Rural,Syddanmark,4.51,2.54,0.42
2013-10-28,Q1,H100583,Villa,New Sale,1995,439959,3.62,2,87,5057.0,798 Sample Street,30460,Aarhus,Suburban,Midtjylland,0.93,0.75,2.53
2019-12-17,Q1,H100584,Apartment,New Sale,1979,561181,-2.93,7,54,10392.24,780 Sample Street,24963,Aarhus,Rural,Nordjylland,4.95,3.62,1.71
2019-02-13,Q4,H100585,Villa,Resale,1996,557831,5.33,2,102,5468.93,803 Sample Street,87116,Odense,Urban,Midtjylland,4.77,0.61,2.1
2017-05-27,Q3,H100586,Townhouse,New Sale,1998,963858,8.47,8,158,6100.37,845 Sample Street,97822,Aalborg,Rural,Hovedstaden,0.85,3.12,2.92
2011-04-16,Q3,H100587,Apartment,New Sale,1996,455105,6.18,8,116,3923.32,180 Sample Street,37328,Aalborg,Suburban,Syddanmark,4.7,3.16,0.34
2013-09-15,Q1,H100588,Condo,New Sale,1967,336479,-3.85,1,182,1848.79,415 Sample Street,94629,Aalborg,Urban,Nordjylland,2.13,3.84,2.71
2017-08-15,Q2,H100589,Townhouse,Resale,2015,978758,8.44,8,211,4638.66,870 Sample Street,31605,Aarhus,Rural,Hovedstaden,4.3,0.69,0.47
2017-10-02,Q1,H100590,Townhouse,Resale,2017,398754,6.91,2,154,2589.31,235 Sample Street,54813,Copenhagen,Urban,Hovedstaden,2.38,2.59,1.24
2010-12-24,Q2,H100591,Condo,New Sale,1982,323586,-2.63,6,96,3370.69,855 Sample Street,56371,Aarhus,Urban,Syddanmark,2.48,2.0,2.57
2018-04-08,Q3,H100592,Apartment,Resale,1985,882721,-4.22,1,35,25220.6,708 Sample Street,57598,Aalborg,Urban,Nordjylland,3.35,1.66,2.73
2011-10-30,Q3,H100593,Apartment,New Sale,1968,890179,3.36,5,154,5780.38,820 Sample Street,70776,Aalborg,Rural,Syddanmark,3.99,0.82,1.57
2022-03-27,Q4,H100594,Townhouse,New Sale,1977,873759,-2.66,7,82,10655.6,80 Sample Street,82258,Aalborg,Suburban,Syddanmark,0.65,2.47,1.82
2013-02-19,Q3,H100595,Apartment,New Sale,1989,983703,7.52,1,95,10354.77,647 Sample Street,50969,Aarhus,Rural,Midtjylland,3.17,2.18,2.15
2021-06-17,Q4,H100596,Villa,New Sale,1964,384971,0.38,2,111,3468.21,22 Sample Street,46912,Aalborg,Suburban,Midtjylland,1.34,0.87,2.52
2020-03-08,Q3,H100597,Condo,New Sale,1990,680752,8.69,7,116,5868.55,477 Sample Street,48374,Odense,Rural,Syddanmark,2.06,2.64,0.45
2017-07-08,Q2,H100598,Villa,New Sale,1988,181184,3.49,6,31,5844.65,843 Sample Street,82302,Aalborg,Rural,Midtjylland,2.07,3.08,2.45
2011-06-24,Q1,H100599,Apartment,New Sale,1951,137051,-2.26,3,233,588.2,440 Sample Street,72784,Copenhagen,Rural,Hovedstaden,2.61,3.19,1.5
2017-08-11,Q4,H100600,Townhouse,Resale,2012,200653,-2.91,2,179,1120.97,737 Sample Street,59882,Odense,Suburban,Syddanmark,2.0,3.67,1.41
2023-08-05,Q2,H100601,Condo,Resale,1978,295300,3.65,4,132,2237.12,570 Sample Street,25928,Aalborg,Rural,Nordjylland,0.98,1.93,1.33
2021-04-29,Q1,H100602,Apartment,Resale,2015,634010,6.43,3,53,11962.45,93 Sample Street,31274,Odense,Urban,Nordjylland,1.16,3.84,1.58
2023-03-29,Q1,H100603,Apartment,Resale,2000,142036,6.72,7,241,589.36,192 Sample Street,44416,Aalborg,Rural,Hovedstaden,0.65,3.53,2.84
2020-05-03,Q2,H100604,Townhouse,Resale,1959,802922,-0.86,8,94,8541.72,103 Sample Street,96148,Copenhagen,Urban,Nordjylland,2.62,1.54,1.69
2016-11-13,Q4,H100605,Townhouse,Resale,1963,197595,-1.94,2,238,830.23,396 Sample Street,70998,Aalborg,Suburban,Nordjylland,4.8,1.06,2.86
2017-08-11,Q3,H100606,Villa,Resale,2000,903392,-4.75,7,280,3226.4,7 Sample Street,39047,Odense,Suburban,Syddanmark,1.02,2.02,0.62
2012-07-13,Q1,H100607,Condo,New Sale,2022,822997,5.19,8,146,5636.97,640 Sample Street,53356,Copenhagen,Rural,Hovedstaden,4.76,1.91,2.2
2018-02-04,Q3,H100608,Condo,New Sale,1988,331696,-3.85,6,145,2287.56,567 Sample Street,47134,Aarhus,Rural,Syddanmark,3.8,2.52,2.46
2014-05-01,Q2,H100609,Townhouse,New Sale,1977,566612,1.31,6,266,2130.12,231 Sample Street,77042,Copenhagen,Rural,Hovedstaden,3.37,2.54,2.07
2019-02-07,Q3,H100610,Villa,New Sale,1952,191880,4.03,1,134,1431.94,874 Sample Street,61310,Copenhagen,Urban,Syddanmark,3.4,3.12,1.86
2022-04-13,Q3,H100611,Condo,Resale,2019,285419,9.06,4,288,991.04,574 Sample Street,90758,Copenhagen,Suburban,Syddanmark,4.22,2.28,1.74
2010-09-13,Q2,H100612,Townhouse,Resale,1976,204692,-0.32,1,75,2729.23,240 Sample Street,22363,Odense,Urban,Midtjylland,0.98,0.87,2.6
2023-02-26,Q2,H100613,Apartment,New Sale,1951,313031,-1.25,4,245,1277.68,90 Sample Street,95149,Copenhagen,Urban,Nordjylland,2.77,3.5,2.48
2015-01-13,Q1,H100614,Condo,New Sale,1987,343946,4.81,2,53,6489.55,232 Sample Street,54563,Aalborg,Rural,Hovedstaden,3.64,1.58,0.45
2015-04-29,Q3,H100615,Villa,Resale,1952,659312,4.29,5,64,10301.75,457 Sample Street,40628,Copenhagen,Rural,Nordjylland,3.14,3.9,2.56
2010-01-10,Q1,H100616,Villa,New Sale,1965,538765,-0.02,9,53,10165.38,233 Sample Street,79672,Copenhagen,Urban,Midtjylland,4.25,0.91,1.3
2017-11-11,Q2,H100617,Villa,New Sale,1989,820097,8.92,3,57,14387.67,354 Sample Street,56246,Aalborg,Urban,Hovedstaden,0.83,3.85,0.84
2012-03-08,Q2,H100618,Apartment,New Sale,1951,692927,7.67,8,45,15398.38,333 Sample Street,21161,Aalborg,Rural,Midtjylland,3.61,0.82,2.62
2023-08-13,Q3,H100619,Condo,New Sale,1990,954680,-1.64,3,88,10848.64,439 Sample Street,99110,Aarhus,Rural,Nordjylland,2.9,1.31,1.35
2012-10-12,Q4,H100620,Condo,Resale,1961,656226,-1.41,6,272,2412.6,375 Sample Street,12810,Copenhagen,Urban,Syddanmark,2.21,0.66,2.44
2014-12-30,Q4,H100621,Apartment,New Sale,1984,267813,2.68,4,236,1134.8,292 Sample Street,69860,Odense,Rural,Midtjylland,2.03,2.97,0.86
2022-03-28,Q4,H100622,Condo,New Sale,2014,826388,6.6,8,278,2972.62,345 Sample Street,87199,Copenhagen,Rural,Midtjylland,3.29,3.48,0.11
2018-08-03,Q2,H100623,Apartment,Resale,2004,434890,-4.34,6,296,1469.22,664 Sample Street,81688,Copenhagen,Urban,Syddanmark,4.51,2.02,1.54
2016-01-03,Q4,H100624,Apartment,Resale,1994,862481,5.4,8,222,3885.05,428 Sample Street,75548,Aalborg,Urban,Nordjylland,2.73,3.75,0.39
2010-08-12,Q1,H100625,Apartment,New Sale,2011,389933,4.72,1,247,1578.68,657 Sample Street,72363,Aarhus,Suburban,Midtjylland,4.21,2.57,2.29
2023-07-20,Q4,H100626,Villa,Resale,1998,658814,-1.53,6,144,4575.1,130 Sample Street,21162,Copenhagen,Urban,Nordjylland,2.31,2.71,0.9
2021-05-21,Q4,H100627,Condo,New Sale,1974,451062,5.22,1,97,4650.12,141 Sample Street,97858,Odense,Rural,Syddanmark,0.96,3.46,1.39
2020-09-30,Q1,H100628,Apartment,New Sale,1972,533779,9.1,1,104,5132.49,415 Sample Street,83535,Copenhagen,Urban,Hovedstaden,0.78,1.54,0.35
2023-02-06,Q4,H100629,Condo,Resale,1973,547952,-4.3,8,132,4151.15,93 Sample Street,17219,Odense,Urban,Midtjylland,0.73,1.74,0.93
2020-12-14,Q4,H100630,Villa,New Sale,1987,620508,-0.21,7,207,2997.62,626 Sample Street,80864,Aalborg,Urban,Nordjylland,2.21,3.67,2.37
2014-06-22,Q3,H100631,Apartment,New Sale,1977,882595,1.57,3,244,3617.19,284 Sample Street,13621,Aarhus,Suburban,Syddanmark,2.02,3.65,0.54
2015-11-23,Q3,H100632,Townhouse,New Sale,1970,446981,8.49,6,68,6573.25,956 Sample Street,99792,Copenhagen,Suburban,Syddanmark,3.73,3.92,1.98
2011-05-26,Q4,H100633,Villa,New Sale,2003,429270,9.43,9,288,1490.52,923 Sample Street,54433,Aarhus,Rural,Midtjylland,3.84,3.66,2.76
2011-01-20,Q4,H100634,Townhouse,Resale,1967,917918,1.66,7,233,3939.56,655 Sample Street,86850,Copenhagen,Suburban,Hovedstaden,0.73,0.95,2.07
2011-02-09,Q2,H100635,Condo,Resale,1985,125277,6.25,3,36,3479.92,223 Sample Street,76188,Odense,Urban,Midtjylland,1.5,3.38,2.45
2022-08-19,Q2,H100636,Condo,New Sale,1994,569570,2.97,6,78,7302.18,744 Sample Street,64951,Aarhus,Suburban,Nordjylland,1.73,1.93,0.42
2022-07-08,Q1,H100637,Villa,Resale,2022,533455,3.07,4,55,9699.18,463 Sample Street,91718,Copenhagen,Urban,Syddanmark,2.96,3.97,0.83
2015-06-24,Q2,H100638,Condo,New Sale,2002,940677,-0.83,3,190,4950.93,545 Sample Street,46558,Aalborg,Suburban,Hovedstaden,1.15,2.15,2.69
2017-07-19,Q4,H100639,Townhouse,New Sale,1979,172332,-1.75,9,205,840.64,276 Sample Street,25659,Odense,Suburban,Nordjylland,1.1,2.44,2.17
2014-07-27,Q2,H100640,Apartment,New Sale,2009,284231,-0.68,2,108,2631.77,682 Sample Street,44413,Aarhus,Suburban,Midtjylland,4.75,2.35,1.95
2013-12-31,Q1,H100641,Apartment,New Sale,1981,597219,3.34,1,31,19265.13,140 Sample Street,20435,Copenhagen,Urban,Syddanmark,4.12,1.63,2.02
2019-12-16,Q3,H100642,Apartment,New Sale,2016,139116,-4.56,2,161,864.07,357 Sample Street,63911,Aarhus,Suburban,Midtjylland,1.31,0.76,1.3
2017-06-17,Q4,H100643,Villa,Resale,2016,301671,8.61,7,146,2066.24,713 Sample Street,38067,Copenhagen,Urban,Hovedstaden,2.33,3.63,0.23
2023-03-03,Q1,H100644,Condo,New Sale,1977,892065,-2.66,1,193,4622.1,23 Sample Street,97794,Odense,Urban,Hovedstaden,2.1,3.31,2.37
2021-06-10,Q2,H100645,Townhouse,Resale,1993,523918,-1.7,6,57,9191.54,968 Sample Street,79224,Aalborg,Rural,Hovedstaden,4.06,0.99,2.07
2015-08-11,Q4,H100646,Condo,Resale,1990,626201,2.77,7,30,20873.37,736 Sample Street,83225,Odense,Suburban,Hovedstaden,2.8,3.22,1.47
2021-05-09,Q2,H100647,Condo,New Sale,2012,824504,5.65,9,217,3799.56,880 Sample Street,11379,Aarhus,Rural,Hovedstaden,1.08,2.69,2.71
2023-02-02,Q3,H100648,Condo,New Sale,1972,669064,-3.56,8,85,7871.34,270 Sample Street,37624,Aarhus,Rural,Midtjylland,3.83,1.93,1.07
2011-12-18,Q2,H100649,Apartment,New Sale,1997,75991,-0.23,6,64,1187.36,859 Sample Street,98427,Copenhagen,Urban,Hovedstaden,2.29,1.39,0.95
2022-06-11,Q4,H100650,Townhouse,New Sale,1981,564265,9.53,3,141,4001.88,665 Sample Street,67745,Odense,Suburban,Hovedstaden,1.68,3.51,2.63
2023-08-17,Q3,H100651,Townhouse,New Sale,2006,760205,-1.06,8,65,11695.46,333 Sample Street,61805,Copenhagen,Urban,Syddanmark,2.19,2.95,2.41
2022-07-20,Q4,H100652,Condo,Resale,1982,678380,-0.3,7,246,2757.64,85 Sample Street,22516,Odense,Urban,Hovedstaden,2.74,2.42,1.59
2014-12-29,Q1,H100653,Apartment,New Sale,1973,279577,7.55,3,109,2564.93,621 Sample Street,89422,Aarhus,Suburban,Syddanmark,2.04,2.63,0.48
2015-09-13,Q1,H100654,Apartment,New Sale,1988,760672,-4.25,9,112,6791.71,31 Sample Street,95843,Copenhagen,Urban,Syddanmark,1.59,0.82,0.72
2019-05-13,Q2,H100655,Townhouse,Resale,1983,453777,1.97,2,94,4827.41,741 Sample Street,34843,Copenhagen,Suburban,Syddanmark,2.29,2.16,2.0
2014-04-24,Q2,H100656,Apartment,Resale,2005,984405,0.69,3,157,6270.1,240 Sample Street,15912,Odense,Suburban,Midtjylland,0.59,1.18,1.22
2010-09-07,Q4,H100657,Apartment,New Sale,1977,811401,-0.25,2,51,15909.82,890 Sample Street,31514,Aalborg,Urban,Midtjylland,3.98,1.23,2.53
2011-11-05,Q4,H100658,Apartment,Resale,1986,145556,-0.71,1,245,594.11,363 Sample Street,97359,Odense,Urban,Nordjylland,1.27,2.81,2.85
